Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills,Domain
MongoDB Aggregation Framework,MongoDB Inc.,Advanced,4.5,https://www.coursera.org/learn/mongodb-aggregation-framework,"This course will teach you how to perform data analysis using MongoDB's powerful Aggregation Framework.  You'll begin this course by building a foundation of essential aggregation knowledge. By understanding these features of the Aggregation Framework you will learn how to ask complex questions of your data. This will lay the groundwork for the remainder of the course where you'll dive deep and learn about schema design, relational data migrations, and machine learning with  MongoDB.  By the end of this course you'll understand how to best use MongoDB and its Aggregation Framework in your own data science workflow.",Algorithms  leverage (finance)  arrays  documents  lookup table  mapreduce  mongodb  Python Programming  modeling  Machine Learning data-science data-analysis,datascience
AI Workflow: Feature Engineering and Bias Detection,IBM,Intermediate,4.5,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection,"This is the third course in the IBM AI Enterprise Workflow Certification specialization.��� You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.��  Course 3 introduces you to the next stage of the workflow for our hypothetical media company.� In this stage of work you will learn best practices for feature engineering, handling class imbalances and detecting bias in the data.� Class imbalances can seriously affect the validity of your machine learning models, and the mitigation of bias in data is essential to reducing the risk associated with biased models.� These topics will be followed by sections on best practices for dimension reduction, outlier detection, and unsupervised learning techniques for finding patterns in your data.� The case studies will focus on topic modeling and data visualization. � By the end of this course you will be able to: 1.� Employ the tools that help address class and class imbalance issues 2.� Explain the ethical considerations regarding bias in data 3.� Employ ai Fairness 360 open source libraries to detect bias in models 4.� Employ dimension reduction techniques for both EDA and transformations stages 5.� Describe topic modeling techniques in natural language processing 6.� Use topic modeling and visualization to explore text data 7.� Employ outlier handling best practices in high dimension data 8.� Employ outlier detection algorithms as a quality assurance tool and a modeling tool 9.� Employ unsupervised learning techniques using pipelines as part of the AI workflow 10.� Employ basic clustering algorithms � Who should take this course? This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses. � What skills should you have? It is assumed that you have completed Courses 1 and 2 of the IBM AI Enterprise Workflow specialization and you have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",Natural Language Processing  Pattern Recognition  Algorithms  Machine Learning  Topic Model  data clustering algorithms  Dimensionality Reduction  unsupervised learning  Feature Engineering  Outlier data-science machine-learning,datascience
Data Processing and Feature Engineering with MATLAB,MathWorks,Beginner,4.6,https://www.coursera.org/learn/feature-engineering-matlab,"In this course, you will build on the skills learned in Exploratory Data Analysis with MATLAB to lay the foundation required for predictive modeling.  This intermediate-level course is useful to anyone who needs to combine data from multiple sources or times and has an interest in modeling.    These skills are valuable for those who have domain knowledge and some exposure to computational tools, but no programming background. To be successful in this course, you should have some background in basic statistics (histograms, averages, standard deviation, curve fitting, interpolation) and have completed Exploratory Data Analysis with MATLAB.   Throughout the course, you will merge data from different data sets and handle common scenarios, such as missing data.  In the last module of the course, you will explore special techniques for handling textual, audio, and image data, which are common in data science and more Advanced modeling.   By the end of this course, you will learn how to visualize your data, clean it up and arrange it for analysis, and identify the qualities necessary to answer your questions.  You will be able to visualize the distribution of your data and use visual inspection to address artifacts that affect accurate modeling.",kurtosis  Feature Engineering  Studentized Residual  Smoothing  k-means clustering  analysis  Summary Statistics  Box Plot  Outlier  Principal Component Analysis data-science data-analysis,datascience
Clinical Natural Language Processing,University of Colorado System,Advanced,2.4,https://www.coursera.org/learn/clinical-natural-language-processing,"This course teaches you the fundamentals of clinical natural language processing (NLP). In this course you will learn the basic linguistic principals underlying NLP, as well as how to write regular expressions and handle text data in R. You will also learn practical techniques for text processing to be able to extract information from clinical notes.  Finally, you will have a chance to put your skills to the test with a real-world practical application where you develop text processing algorithms to identify diabetic complications from clinical notes. You will complete this work using a free, online computational environment for data science hosted by our Industry Partner Google Cloud.",linguistics  corpora  Natural Language Processing  stemming  radiology  matching  extract  regular expression  pragmatics  natural language data-science data-analysis,datascience
Artificial Intelligence Privacy and Convenience,LearnQuest,Advanced,5,https://www.coursera.org/learn/ai-privacy-and-convenience,"In this course, we will explore fundamental concepts involved in security and privacy of machine learning projects. Diving into the ethics behind these decisions, we will explore how to protect users from privacy violations while creating useful predictive models. We will also ask big questions about how businesses implement algorithms and how that affects user privacy and transparency now and in the future.",ordered pair  Machine Learning  Big Data  Game Theory  privacy  transparency (human computer interaction)  ethics  Average  semigroup action  adversary model data-science data-analysis,datascience
Foundations of mining non-structured medical data,EIT Digital,Advanced,4.2,https://www.coursera.org/learn/mining-medical-data,"The goal of this course is to understand the foundations of Big Data and the data that is being generated in the health domain and how the use of technology would help to integrate and exploit all those data to extract meaningful information that can be later used in different sectors of the health domain from physicians to management, from patients to care givers, etc. The course will offer to the student a high-level perspective of the importance of the medical context within the European context, the types of data that are managed in the health (clinical) context, the challenges to be addressed in the mining of unstructured medical data (text and image) as well as the opportunities from the analytical point of view with an introduction to the basics of data analytics field.",analysis  research methods  evaluation  Data Mining  digital image  medical writing  pathology  electronic health records  electronic health record  ontology (information science) data-science data-analysis,datascience
Data Visualization with Plotly Express,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/data-visualization-plotly-express,"Welcome to this project-based course on Data Visualization with Plotly Express. In this project, you will create quick and interactive data visualizations with Plotly Express: a high-level data visualization library in Python inspired by Seaborn and ggplot2. You will explore the various features of the in-built Gapminder dataset, and produce interactive, publication-quality graphs to augment analysis.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, and Plotly Express pre-installed.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",analysis  Chart  Interactive Data Visualization  interactivity  ggplot2  Plotly  Python Programming  Data Visualization  Machine Learning  visualization library data-science machine-learning,datascience
Designing the Future of Work,UNSW Sydney (The University of New South Wales),Beginner,4.7,https://www.coursera.org/learn/designing-future-of-work,"The workplace of tomorrow is an uncertain place. We live in a rapidly changing world, and design innovations such as artificial intelligence (AI), robotics, and big data are rapidly changing the fundamental nature of how we live and work. As these technologies continue to evolve at an exponential rate - it is becoming critical to understand their impact on contemporary work practices, and for businesses and employees to understand how to design a secure future amidst this disruption.  What new, disruptive technologies are on the horizon? How will jobs change? What challenges will employers and employees face? How can the design process help businesses and employees to create innovative solutions to overcome such challenges?  The course is a collaboration between UNSW Sydney Art & Design and AMP Amplify, AMP's innovation and ideas program. It brings together leading business and design thinking to help answer these questions, and investigates design strategies that businesses, employees and designers can adopt to find new opportunity in such a rapidly changing professional landscape.   WHAT WILL I LEARN? The course provides you with a unique, authentic, and industry relevant learning opportunity. You will have access to current theory, industry examples and expert advice from leaders in the field. This course will help you to:  � Recognise how the integration of design approaches are shaping technology and business practices, and how these changes bring immense possibility and uncertainty to the future of work � Analyse important skills and attributes that designers, employees, and businesses need to be successful in a speculative, technologically enhanced future � Understand the importance of unique human attributes in increasingly automated workplaces � Evaluate challenging issues related to potential change in processes, people and automation that might impact the future of your own employment or business ��Plot your own possible, probable, and preferable trajectories, and synthesise a design strategy to maximise your ability to adapt, grow, and realise opportunities in your own work future.   WHO WILL MY INSTRUCTORS BE? You will learn effective design thinking strategies from leading UNSW Australia Art & Design academics. You will also examine case studies from business and service design perspectives that demonstrate how design can transform business processes to become more adaptive to and predictive of technological and social change, and this can help to capitalise on new opportunities. Direct from our industry partner AMP�s innovative Amplify program, you�ll hear personal insights and advice about how to develop attributes and skills that will give you an advantage in the workplace of the future, from the following business leaders, futurists, entrepreneurs, and innovators from around the world:  � Sean Brennan, Head of Design & Innovation, AMP ��Megan Dalla-Camina, Co-Founder/CEO, Lead Like a Woman - via Amplify � Susan David Ph.D, CEO, Evidence Based Psychology - via Amplify ��Dr. Norman Lewis, Director, Futures-Diagnosis Ltd - via Amplify � Heather McGowan, Author & Advisor, Work to Learn - via Amplify � Ramez Naam, Exponential technologies, Machine learning, Artificial intelligence, Singularity University - via Amplify ��Dr. Andy Polaine, Regional Design Director, Asia-Pacific, Fjord ��Michael Schrage, Research Fellow, Innovation Thought Leader, MIT Sloan School's Center for Digital Business - via Amplify � Chris Shipley, Curator, MIT Solve. via Amplify � Sue Suckling, New Zealand Qualifications Authority, Chair of Callaghan Innovation, Chair of the New Zealand Qualifications Authority - via Amplify � Professor Nick Wailes, Director, AGSM, and Deputy Dean, UNSW Business School. UNSW Sydney.",law  Emotional Intelligence  takeover  design thinking  Strategy  labour law  industrial and organizational psychology  Interior Design  employment  instructional design business business-strategy,datascience
Genomic Data Science Capstone,Johns Hopkins University,Advanced,4.5,https://www.coursera.org/learn/genomic-data-science-project,"In this culminating project, you will deploy the tools and techniques that you've mastered over the course of the specialization. You'll work with a real data set to perform analyses and prepare a report of your findings.",Bioinformatics  molecular biology  Biostatistics  Data Analysis  gene  genetics  computational biology  analysis  genomics  forgetting data-science data-analysis,datascience
Python and Machine Learning for Asset Management,EDHEC Business School,Advanced,2.6,https://www.coursera.org/learn/python-machine-learning-for-investment-management,"This course will enable you mastering machine-learning approaches in the area of investment management. It has been designed by two thought leaders in their field, Lionel Martellini from EDHEC-Risk Institute and John Mulvey from Princeton University. Starting from the basics, they will help you build practical skills to understand data science so you can make the best portfolio decisions.  The course will start with an introduction to the fundamentals of machine learning, followed by an in-depth discussion of the application of these techniques to portfolio management decisions, including the design of more robust factor models, the construction of portfolios with improved diversification benefits, and the implementation of more efficient risk management models.   We have designed a 3-step learning process: first, we will introduce a meaningful investment problem and see how this problem can be addressed using statistical techniques. Then, we will see how this new insight from Machine learning can complete and improve the relevance of the analysis.  You will have the opportunity to capitalize on videos and recommended readings to level up your financial expertise, and to use the quizzes and Jupiter notebooks to ensure grasp of concept.  At the end of this course, you will master the various machine learning techniques in investment management.",peterson's algorithm  asset allocation  Cross-Validation (Statistics)  Loss Function  economic data  Machine Learning  process  unsupervised learning  Leadership and Management  Portfolio Construction business finance,datascience
Python for Data Science and AI,IBM,Conversant,4.5,https://www.coursera.org/learn/python-for-applied-data-science-ai,"Kickstart your learning of Python for data science, as well as programming in general, with this beginner-friendly introduction to Python. Python is one of the world�s most popular programming languages, and there has never been greater demand for professionals with the ability to apply Python fundamentals to drive business solutions across industries.   This course will take you from zero to programming in Python in a matter of hours�no prior programming experience necessary! You will learn Python fundamentals, including data structures and data analysis, complete hands-on exercises throughout the course modules, and create a final project to demonstrate your new skills.   By the end of this course, you�ll feel comfortable creating basic programs, working with data, and solving real-world problems in Python. You�ll gain a strong foundation for more Advanced learning in the field, and develop skills to help advance your career.   This course can be applied to multiple Specialization or Professional Certificate programs. Completing this course will count towards your learning in any of the following programs:   IBM Applied AI Professional Certificate   Applied Data Science Specialization   IBM Data Science Professional Certificate   Upon completion of any of the above programs, in addition to earning a Specialization completion certificate from Coursera, you�ll also receive a digital badge from IBM recognizing your expertise in the field.",Python Programming  python libraries  analysis  semantics  Computer Programming  syntax  Data Analysis  Pandas  python syntax and semantics  Numpy data-science data-analysis,datascience
Developing Data Products,Johns Hopkins University,Conversant,4.5,https://www.coursera.org/learn/data-products,"A data product is the production output from a statistical analysis. Data products automate complex analysis tasks or use technology to expand the utility of a data informed model, algorithm or inference. This course covers the basics of creating data products using Shiny, R packages, and interactive graphics. The course will focus on the statistical fundamentals of creating a data product that can be used to tell a story about data to a mass audience.",interactivity  Data Analysis  web  web application  presentation  analysis  Data Visualization  Plotly  Computer Programming  R Programming data-science data-analysis,datascience
Developing Data Products,Johns Hopkins University,Conversant,4.5,https://www.coursera.org/learn/data-products,"A data product is the production output from a statistical analysis. Data products automate complex analysis tasks or use technology to expand the utility of a data informed model, algorithm or inference. This course covers the basics of creating data products using Shiny, R packages, and interactive graphics. The course will focus on the statistical fundamentals of creating a data product that can be used to tell a story about data to a mass audience.",interactivity  Data Analysis  web  web application  presentation  analysis  Data Visualization  Plotly  Computer Programming  R Programming data-science data-analysis,datascience
Data Analysis with Python,IBM,Conversant,4.6,https://www.coursera.org/learn/data-analysis-with-python,"Learn how to analyze data using Python. This course will take you from the basics of Python to exploring many different types of data. You will learn how to prepare data for analysis, perform simple statistical analysis, create meaningful data visualizations, predict future trends from data, and more!  Topics covered:  1) Importing Datasets 2) Cleaning the Data 3) Data frame manipulation 4) Summarizing the Data 5) Building machine learning Regression models 6) Building data pipelines   Data Analysis with Python will be delivered through lecture, lab, and assignments. It includes following parts:  Data Analysis libraries: will learn to use Pandas, Numpy and Scipy libraries to work with a sample dataset. We will introduce you to pandas, an open-source library, and we will use it to load, manipulate, analyze, and visualize cool datasets. Then we will introduce you to another open-source library, scikit-learn, and we will use some of its machine learning algorithms to build smart models and make cool predictions.  If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge.    LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Data Model  Regression  Python Programming  Regression Analysis  Exploratory Data Analysis  analysis  Computer Programming  modeling  Data Analysis  linearity data-science data-analysis,datascience
FIFA20 Data Exploration using Python,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/fifa20-data-exploration-using-python,"By the end of this project, you will learn to use data Exploration techniques in order to uncover some initial patterns, insights and interesting points in your dataset. We are going to use a dataset consisting 5 CSV files, consisting of the data related to players in FIFA video game. We will clean and prepare it by dropping useless columns, calculating new features for our dataset and filling up the null values properly. and then we will start our exploration and we'll do some visualizations.",jpeg  Python Programming  recommender systems  Plotly  Chart  euler's totient function  project  project mine  Data Analysis  Data Visualization data-science data-analysis,datascience
How to Win a Data Science Competition: Learn from Top Kagglers,National Research University Higher School of Economics,Advanced,4.3,https://www.coursera.org/learn/competitive-data-science,"If you want to break into competitive data science, then this course is for you! Participating in predictive modelling competitions can help you gain practical experience, improve and harness your data modelling skills in various domains such as credit, insurance, marketing, natural language processing, sales� forecasting and computer vision to name a few. At the same time you get to do it in a competitive context against thousands of participants where each one tries to build the most predictive algorithm. Pushing each other to the limit can result in better performance and smaller prediction errors. Being able to achieve high ranks consistently can help you accelerate your career in data science.  In this course, you will learn to analyse and solve competitively such predictive modelling tasks.   When you finish this class, you will:  - Understand how to solve predictive modelling competitions efficiently and learn which of the skills obtained can be applicable to real-world tasks. - Learn how to preprocess the data and generate new features from various sources such as text and images. - Be taught Advanced feature engineering techniques like generating mean-encodings, using aggregated statistical measures or finding nearest neighbors as a means to improve your predictions. - Be able to form reliable cross validation methodologies that help you benchmark your solutions and avoid overfitting or underfitting when tested with unobserved (test) data.  - Gain experience of analysing and interpreting the data. You will become aware of inconsistencies, high noise levels, errors and other data-related issues such as leakages and you will learn how to overcome them.  - Acquire knowledge of different algorithms and learn how to efficiently tune their hyperparameters and achieve top performance.  - Master the art of combining different machine learning models and learn how to ensemble.  - Get exposed to past (winning) solutions and codes and learn how to read them.  Disclaimer : This is not a machine learning course in the general sense. This course will teach you how to get high-rank solutions against thousands of competitors with focus on practical usage of machine learning methods rather than the theoretical underpinnings behind them.  Prerequisites:  - Python: work with DataFrames in pandas, plot figures in matplotlib, import and train models from scikit-learn, XGBoost, LightGBM. - Machine Learning: basic understanding of linear models, K-NN, random forest, gradient boosting and neural networks.  Do you have technical problems? Write to us: coursera@hse.ru",Machine Learning  Data Analysis  feature extraction  analysis  hyperparameter  Human Learning  Feature Engineering  Hyperparameter Optimization  Kaggle  mathematical optimization data-science data-analysis,datascience
3D Data Visualization for Science Communication,University of Illinois at Urbana-Champaign,Advanced,4.3,https://www.coursera.org/learn/data-visualization-science-communication,"This course is an introduction to 3D scientific data visualization, with an emphasis on science communication and cinematic design for appealing to broad audiences. You will develop visualization literacy, through being able to interpret/analyze (read) visualizations and create (write) your own visualizations.  By the end of this course, you will: -Develop visualization literacy. -Learn the practicality of working with spatial data. -Understand what makes a scientific visualization meaningful. -Learn how to create educational visualizations that maintain scientific accuracy. -Understand what makes a scientific visualization cinematic. -Learn how to create visualizations that appeal to broad audiences. -Learn how to work with image-making software. (for those completing the Honors track)",Map  visualization software  software  Cinematography  virtual camera system  process  Computer Graphics  audience  credit  Data Visualization data-science data-analysis,datascience
Advanced Linear Models for Data Science 2: Statistical Linear Models,Johns Hopkins University,Intermediate,4.6,https://www.coursera.org/learn/linear-models-2,"Welcome to the Advanced Linear Models for Data Science Class 2: Statistical Linear Models. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:  - A basic understanding of linear algebra and multivariate calculus. - A basic understanding of statistics and regression models. - At least a little familiarity with proof based mathematics. - Basic knowledge of the R programming language.  After taking this course, students will have a firm foundation in a linear algebraic treatment of regression modeling. This will greatly augment applied data scientists' general understanding of regression models.",t distribution  General Statistics  Estimation  Square (Algebra)  rank (linear algebra)  linear model  Quadratic Form  Multivariate Normal Distribution  independent and identically distributed random variables  linearity data-science probability-and-statistics,datascience
Creating a Dynamic Web Application using RShiny,Coursera Project Network,Beginner,3.6,https://www.coursera.org/learn/dynamic-web-application-rshiny,"By the end of this project, you will learn how to create a web-based application to view and analyse your dataset using RShiny, a free, open-source R library that you can download. You will learn how reactive programming works between the user interface (UI) and the server. You will then learn how to create a real world web-based application to upload your dataset in CSV format, and view and extract summary information from the dataset. Lastly, you will learn how to dynamically create high quality plots from different columns in your dataset and download these plots for business use.  An RShiny web application is a dynamic application that updates automatically when the user input changes or updates. These web applications can save you time and resources while speeding up the processes and analysis.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",user interface  upload  web application  interfaces  download  reactive programming  Data Science  web  analysis  java annotation computer-science mobile-and-web-development,datascience
Visualization for Data Journalism,University of Illinois at Urbana-Champaign,Advanced,4.9,https://www.coursera.org/learn/visualization-for-data-journalism,"While telling stories with data has been part of the news practice since its earliest days, it is in the midst of a renaissance. Graphics desks which used to be deemed as �the art department,� a subfield outside the work of newsrooms, are becoming a core part of newsrooms� operation. Those people (they often have various titles: data journalists, news artists, graphic reporters, developers, etc.) who design news graphics are expected to be full-fledged journalists and work closely with reporters and editors. The purpose of this class is to learn how to think about the visual presentation of data, how and why it works, and how to doit the right way. We will learn how to make graphs like The New York Times, Vox, Pew, and FiveThirtyEight. In the end, you can share�embed your beautiful charts in publications, blog posts, and websites.  This course assumes you understand basic coding skills, preferably Python. However, we also provide a brief review on Python in Module 1, in case you want to refresh yourself on the basics and perform simple data analysis.",Bar Chart  Line Chart  numbers (spreadsheet)  Chart  Journalism  Data Visualization  analysis  Cartography  interactivity  data journalism data-science data-analysis,datascience
Python Data Visualization,Rice University,Advanced,4.6,https://www.coursera.org/learn/python-visualization,"This if the final course in the specialization which builds upon the knowledge learned in Python Programming Essentials, Python Data Representations, and Python Data Analysis.  We will learn how to install external packages for use within Python, acquire data from sources on the Web, and then we will clean, process, analyze, and visualize that data. This course will combine the skills learned throughout the specialization to enable you to write interesting, practical, and useful programs.  By the end of the course, you will be comfortable installing Python packages, analyzing existing data, and generating visualizations of that data.  This course will complete your education as a scripter, enabling you to locate, install, and use Python packages written by others. You will be able to effectively utilize tools and packages that are widely available to amplify your effectiveness and write useful programs.",R Programming  Python Programming  language  Writing  Map  worldmap  Data Visualization  Data Analysis  Computer Programming  web scraping computer-science software-development,datascience
Web Scraping with Python + BeautifulSoup,Coursera Project Network,Beginner,4.1,https://www.coursera.org/learn/web-scraping,"By the end of this project, you will have a grasp of the essentials for extracting data from most of the websites on the internet. This includes the usage of BeautifulSoup for getting elements through patterns, Browser DevTools for pattern investigation, and Requests for managing the interface with the servers. This course will be useful for anyone dealing with extracting web data from pages and APIs in a regular basis  This guided project is for people that would benefit of being able to extract data from the internet through Python. This of interest to marketers, analysts and data scientists. Basic Python is recommended.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Data Mining  web scraping  augmented assignment  CSS  grasp  Data Science  html  internet  web  Python Programming computer-science software-development,datascience
Calculus and Optimization for Machine Learning,National Research University Higher School of Economics,Intermediate,2.9,https://www.coursera.org/learn/calculus-and-optimization-for-machine-learning,"Hi! Our course aims to provide necessary background in Calculus sufficient for up-following Data Science courses.   Course starts with a basic introduction to concepts concerning functional mappings. Later students are assumed to study limits (in case of sequences, single- and multivariate functions), differentiability (once again starting from single variable up to multiple cases), integration, thus sequentially building up a base for the basic optimisation. To provide an understanding of the practical skills set being taught, the course introduces the final programming project considering the usage of optimisation routine in machine learning.   Additional materials provided during the course include interactive plots in GeoGebra environment used during lectures, bonus reading materials with more general methods and more complicated basis for discussed themes.",euler's totient function  Continuous Function  Integral  Calculus  graphs  stationary point  Arithmetic  improper integral  approximation  Partial Derivative math-and-logic math-and-logic,datascience
Mandarin Chinese 1: Chinese for Beginners,Shanghai Jiao Tong University,Intermediate,4.7,https://www.coursera.org/learn/mandarin-chinese-1,"Mandarin Chinese 1: Chinese for beginners is a beginner's course of Mandarin Chinese. It uses lectures, short plays, interactive exercises and cultural tips to help learners build a fundamental capability of oral Chinese in real-life situations. At the end of the 5-week course, the learners will reach the following proficiency:  ? 150 words ? 20 language points ? handling 5 real-life situations This is a beginners' course, therefore no prerequisite is required.",eating  xml interface for network services  Language Learning  language  cidn  speech  chinese language  shopping  hanyu shuiping kaoshi  Big Data language-learning other-languages,datascience
AI Workflow: Enterprise Model Deployment,IBM,Advanced,4.2,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment,"This is the fifth course in the IBM AI Enterprise Workflow Certification specialization.�� You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.  This course introduces you to an area that few data scientists are able to experience: Deploying models for use in large enterprises.� Apache Spark is a very commonly used framework for running machine learning models.� Best practices for using Spark will be covered in this course.� Best practices for data manipulation, model training, and model tuning will also be covered.� The use case will call for the creation and deployment of a recommender system. The course wraps up with an introduction to model deployment technologies. � By the end of this course you will be able to: 1.� Use Apache Spark's RDDs, dataframes, and a pipeline 2.� Employ spark-submit scripts to interface with Spark environments 3.� Explain how collaborative filtering and content-based filtering work 4.� Build a data ingestion pipeline using Apache Spark and Apache Spark streaming 5.� Analyze hyperparameters in machine learning models on Apache Spark 6.� Deploy machine learning algorithms using the Apache Spark machine learning interface 7.� Deploy a machine learning model from Watson Studio to Watson Machine Learning  Who should take this course? This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.  What skills should you have? It is assumed that you have completed Courses 1 through 4 of the IBM AI Enterprise Workflow specialization and you have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",recommender systems  program optimization  modeling  Scikit-Learn  employment  Algorithms  Machine Learning  Collaboration  almost surely  Training data-science machine-learning,datascience
Population Health: Responsible Data Analysis,Universiteit Leiden,Advanced,4.8,https://www.coursera.org/learn/responsible-data-analysis,"In most areas of health, data is being used to make important decisions.  As a health population manager, you will have the opportunity to use data to answer interesting questions. In this course, we will discuss data analysis from a responsible perspective, which will help you to extract useful information from data and enlarge your knowledge about specific aspects of interest of the population.   First, you will learn how to obtain, safely gather, clean and explore data. Then, we will discuss that because data are usually obtained from a sample of a limited number of individuals, statistical methods are needed to make claims about the whole population of interest. You will discover how statistical inference, hypothesis testing and regression techniques will help you to make the connection between samples and populations.  A final important aspect is interpreting and reporting. How can we transform information into knowledge? How can we separate trustworthy information from noise? In the last part of the course, we will cover the critical assessment of the results, and we will discuss challenges and dangers of data analysis in the era of big data and massive amounts of information.�   In this course, we will emphasize the concepts and we will also teach you how to effectively perform your analysis using R. You do not need to install R on your computer to follow the course, you will be able to access R and all the example data sets within the Coursera environment.    This course will become part of the to-be-developed  Leiden University master program Population Health Management. If you wish to find out more about this program see the last reading of this Course!",Regression  linear regression  hypothesis testing  Proportional Hazards Model  Survival Analysis  alternative hypothesis  Null Hypothesis  personally identifiable information  Statistical Tests  Simple Linear Regression data-science data-analysis,datascience
Social Science Approaches to the Study of Chinese Society Part 1,The Hong Kong University of Science and Technology,Beginner,4.6,https://www.coursera.org/learn/social-science-study-chinese-society,"This course seeks to turn learners into informed consumers of social science research. It introduces concepts, standards, and principles of social science research to the interested non-expert. Learners who complete the course will be able to assess evidence and critically evaluate claims about important social phenomena. It reviews the origins and development of social science, describes the process of discovery in contemporary social science research, and explains how contemporary social science differs from apparently related fields. It describes the goals, basic paradigms, and methodologies of the major social science disciplines. It offers an overview of the major questions that are the focus of much contemporary social science research, overall and for China. Special emphasis is given to explaining the challenges that social scientists face in drawing conclusions about cause and effect from their studies, and offers an overview of the approaches that are used to overcome these challenges. Explanation is non-technical and does not involve mathematics. Statistics and quantitative methods are not covered.   Explore the big questions in social science and learn how you can be a critical, informed consumer of social science research.   Course Overview video: https://youtu.be/QuMOAlwhpvU  After you complete Part 1, enroll in Part 2 to learn how to be a PRODUCER of Social science research.  Part 2:  https://www.coursera.org/learn/social-science-research-chinese-society",relative change and difference  inference  Experiment  Clinical Study Design  Causality  Continuous Function  Big Data  sociology  interpretation  observational study social-sciences education,datascience
Social Science Approaches to the Study of Chinese Society Part 2,The Hong Kong University of Science and Technology,Advanced,4.4,https://www.coursera.org/learn/social-science-research-chinese-society,"This course is intended as a first step for learners who seek to become producers of social science research. It is organized as an introduction to the design and execution of a research study. It introduces the key elements of a proposal for a research study, and explains the role of each. It reviews the major types of qualitative and quantitative data used in social science research, and then introduces some of the most important sources of existing data available freely or by application, worldwide and for China. The course offers an overview of basic principles in the design of surveys, including a brief introduction to sampling. Basic techniques for quantitative analysis are also introduced, along with a review of common challenges that arise in the interpretation of results. Professional and ethical issues that often arise in the conduct of research are also discussed.  The course concludes with an introduction to the options for further study available to the interested student, and an overview of the key steps involved in selecting postgraduate programs and applying for admission. Learners who complete the course will be able to make an informed decision about whether to pursue Advanced studies, and should be adequately prepared to write an application for postgraduate study that exhibits basic understanding of key aspects of social science research paradigms and methodologies.  Explore the big questions in social science and learn how you can be a producer of social science research.   Course Overview video: https://youtu.be/QuMOAlwhpvU  Part 1 should be completed before taking this course:  https://www.coursera.org/learn/social-science-study-chinese-society",euler's totient function  Cross-Sectional Data  Average  Continuous Function  qualitative research  home security  Big Data  fundraising  Simple Random Sample  Population social-sciences education,datascience
Leadership Through Marketing,Northwestern University,Intermediate,4.5,https://www.coursera.org/learn/leadership-marketing,"The success of every organization depends on attracting and retaining customers. Although the marketing concepts for doing so are well established, digital technology has empowered customers, while producing massive amounts of data, revolutionizing the processes through which organizations attract and retain customers. In this course, students will learn how to identify new opportunities to create value for empowered consumers, develop strategies that yield an advantage over rivals, and develop the data science skills to lead more effectively, allocate resources, and to confront this very challenging environment with confidence.",Leadership and Management  Storytelling  analytics  project management certification  leadership  Collaboration  Marketing  organizational culture  Strategy  Organizational Development business leadership-and-management,datascience
